,LowerBound FoldChange,Maximum Likelihood FoldChange,Upperbound FoldChange,Conservative Estimate FoldChange,Uncorrected Z-Score,Z-Score Corrected for Multiple Testing,symbol,OvaryLog2FC,WTLog2FC,UsedForOrdering,EmbryonicallyDimorphic
ENSMUSG00000031310,3.54748256658885,6.98174760445676,10.8311435809681,3.54748256658885,3.94475670602441,2.04481618436858,Zmym3,0.885908250923876,-1.55526529516356,no,no
ENSMUSG00000056394,3.81165680027099,7.35913936685984,9.77444664623946,3.81165680027099,3.74818837265024,1.75980572174538,Lig1,-1.70568040841723,-1.00568401635867,no,no
ENSMUSG00000024186,3.84939597651129,7.2836610143792,9.39705488383638,3.84939597651129,3.72920726155928,1.75494801578343,Rgs11,1.35276987544195,-2.92026847001474,no,no
ENSMUSG00000026576,2.98139492298424,6.30244243213125,9.77444664623946,2.98139492298424,3.71030615371428,1.73770994860444,Atp1b1,1.44662006473971,-0.48720243236434,no,no
ENSMUSG00000010342,3.69843927155005,7.132704309418,9.24609817887518,3.69843927155005,3.70718851638405,1.73770994860444,Tex14,-1.61406081629998,2.76445814003867,no,no
ENSMUSG00000021948,3.84939597651129,7.47235689558074,9.73670746999916,3.84939597651129,3.64798990842784,1.66735406486133,Prkcd,-2.33207035163082,0.695571963231853,no,yes
ENSMUSG00000030865,3.62296091906945,6.94400842821646,9.13288065015425,3.62296091906945,3.63366489610426,1.65520290815236,Chp2,1.64582841147581,-0.503900500367463,no,no
ENSMUSG00000015605,3.58522174282915,7.3214001906195,9.62348994127822,3.58522174282915,3.60432330482747,1.63293210693368,Srf,0.444485655832218,0.40530156018338,no,no
ENSMUSG00000021055,3.58522174282915,7.01948678069706,9.28383735511548,3.58522174282915,3.57789364954821,1.60802405668561,Esr2,-2.66315217172114,-7.39988924178418,no,no
ENSMUSG00000061397,3.24556915666638,6.37792078461185,8.68001053527057,3.24556915666638,3.48867590044744,1.47072082025963,Krt79,0.0581527853980549,-3.06403347237246,no,no
ENSMUSG00000019301,3.69843927155005,7.1704434856583,9.24609817887518,3.69843927155005,3.47391620845556,1.46717417549547,Hsd17b1,-3.64939301596157,-7.19593272694887,no,no
ENSMUSG00000060675,3.321047509147,7.2081826618986,9.66122911751852,3.321047509147,3.47010586709608,1.46717417549547,Pla2g16,-0.131182325136261,-2.94437689805891,no,no
ENSMUSG00000024187,3.321047509147,6.86853007573583,9.20835900263485,3.321047509147,3.46289137989339,1.46099099807175,Itfg3,1.70020415930675,0.235142283706776,no,no
ENSMUSG00000032083,3.09461245170515,6.11374655092971,8.71774971151087,3.09461245170515,3.43231113792362,1.43449901152933,Apoa1,-2.67473256317504,-8.16719290288976,no,no
ENSMUSG00000025094,2.75495986554239,6.64209501829399,11.5104487532936,2.75495986554239,3.42949734190432,1.43449901152933,Slc18a2,-1.5182916921868,-6.55942620741961,no,no
ENSMUSG00000020307,3.05687327546485,6.07600737468941,8.26487959662719,3.05687327546485,3.42613868045934,1.43449901152933,Cdc34,0.225154517522578,3.32835340908405,no,no
ENSMUSG00000037999,3.24556915666638,7.05722595693736,9.35931570759608,3.24556915666638,3.40678995430186,1.4109924007862,Arap2,3.02498689827414,0.778550631648399,no,no
ENSMUSG00000072969,2.33982892689902,5.43444137860419,9.8876641749604,2.33982892689902,3.40084955968653,1.40642519787443,Armcx5,-0.375171857370278,-2.07975932627092,no,no
ENSMUSG00000039617,3.05687327546485,6.37792078461185,8.68001053527057,3.05687327546485,3.39333512588018,1.40397779344019,NA,-0.443823919715535,1.20083350566749,no,no
ENSMUSG00000070610,3.17009080418577,6.75531254701492,8.90644559271241,3.17009080418577,3.39009176129381,1.40397779344019,NA,0.000217760087778901,1.28351853492677,no,no
ENSMUSG00000057897,2.98139492298424,6.26470325589091,8.52905383030933,2.98139492298424,3.33186566405892,1.317519106562,Camk2b,1.01673871497243,3.19401876422972,no,no
ENSMUSG00000062184,1.96243716449596,4.83061455875928,8.03844453918535,1.96243716449596,3.31759443544551,1.30354605869709,Hs6st2,-0.427145470262258,-3.06381176335451,no,no
ENSMUSG00000030158,3.09461245170515,7.2836610143792,9.77444664623946,3.09461245170515,3.31175249232647,1.30354605869709,Clec12b,7.71181517149873,4.58820278253347,no,no
ENSMUSG00000020592,3.05687327546485,7.2459218381389,9.77444664623946,3.05687327546485,3.31091486871057,1.30354605869709,Sdc1,-3.32765461940727,-4.82443970889451,no,no
ENSMUSG00000050052,2.94365574674393,6.71757337077462,8.90644559271241,2.94365574674393,3.30946958183759,1.30354605869709,Tdrp,1.72059649548037,1.28677785067257,no,no
ENSMUSG00000015668,2.7926990417827,6.30244243213125,8.60453218278993,2.7926990417827,3.30190468910423,1.30354605869709,Pdzd11,-0.206809877142134,-2.0345604649484,no,no
ENSMUSG00000032744,2.67948151306178,6.67983419453429,10.0008817036813,2.67948151306178,3.29810916205727,1.30354605869709,Heyl,-1.54824353597683,-4.73188522110171,no,no
ENSMUSG00000024507,2.86817739426332,6.34018160837155,8.52905383030933,2.86817739426332,3.29320637487462,1.30354605869709,Hsd17b4,0.499648397563135,-0.596632623510098,no,no
ENSMUSG00000037710,2.98139492298424,6.37792078461185,8.60453218278993,2.98139492298424,3.28726003122176,1.30354605869709,Cisd1,-0.22867678297763,0.546443385400996,no,no
ENSMUSG00000032452,3.09461245170515,7.09496513317766,9.28383735511548,3.09461245170515,3.28479598410806,1.30354605869709,Clstn2,-1.79995421837994,-2.94419749469052,no,no
ENSMUSG00000028773,2.71722068930209,6.30244243213125,8.41583630158843,2.71722068930209,3.26601372127956,1.29331088075111,Fabp3,1.06567321316655,1.10682837215404,no,no
ENSMUSG00000052397,2.64174233682147,6.52887748957308,8.8309672402318,2.64174233682147,3.26469310056528,1.29331088075111,Ezr,0.825488123103405,-2.34591640169292,no,no
ENSMUSG00000044167,3.05687327546485,6.60435584205369,8.8309672402318,3.05687327546485,3.25201155114237,1.27904907489168,Foxo1,-1.88599221681162,-4.51565859161365,no,no
ENSMUSG00000068522,2.64174233682147,6.00052902220877,8.30261877286749,2.64174233682147,3.21301748924976,1.22215988021115,Aard,5.46543727143857,3.28158672931513,no,yes
ENSMUSG00000050645,2.52852480810055,5.47218055484449,7.84974865798381,2.52852480810055,3.1947856706569,1.19604153206531,Defb19,4.03749579309697,2.22111685616933,no,yes
ENSMUSG00000091474,2.64174233682147,6.98174760445676,9.28383735511548,2.64174233682147,3.19230271799015,1.19604153206531,NA,-0.333589975854437,-0.0839632764217492,no,no
ENSMUSG00000033590,2.56626398434086,5.96278984596847,8.41583630158843,2.56626398434086,3.17644652104229,1.17530980599735,Myo5c,-1.91169075612608,-2.42699325824925,no,no
ENSMUSG00000087280,2.67948151306178,6.45339913709245,8.60453218278993,2.67948151306178,3.17510991795188,1.17530980599735,NA,NA,-1.3872759414694,no,no
ENSMUSG00000041720,2.60400316058117,6.56661666581338,8.86870641647211,2.60400316058117,3.17445431970498,1.17530980599735,Pi4ka,0.371187851014319,1.59134231308764,no,no
ENSMUSG00000028229,2.7926990417827,6.94400842821646,9.09514147391394,2.7926990417827,3.16327117475738,1.15743887811521,Rmdn1,-0.578408888334963,-2.15292194319056,no,no
ENSMUSG00000027954,3.05687327546485,6.71757337077462,8.90644559271241,3.05687327546485,3.15079712256559,1.13673216355921,Efna1,-0.890955006954473,-4.48530980173226,no,no
ENSMUSG00000015217,2.60400316058117,7.2459218381389,9.58575076503792,2.60400316058117,3.14089193321495,1.13284183414901,Hmgb3,1.35290566869214,-0.943241720939478,no,no
ENSMUSG00000029209,2.90591657050362,6.49113831333278,8.56679300654963,2.90591657050362,3.13994654778996,1.13284183414901,Gnpda2,0.189612500469912,1.4871369496333,no,no
ENSMUSG00000086274,2.30208975065871,5.96278984596847,8.22714042038689,2.30208975065871,3.13787896316232,1.13284183414901,NA,-3.73333707602908,4.09612964596164,no,no
ENSMUSG00000021650,3.17009080418577,7.09496513317766,9.13288065015425,3.17009080418577,3.13763965852042,1.13284183414901,Ptcd2,-0.56968526837788,0.309778559967401,no,no
ENSMUSG00000025899,2.98139492298424,7.54783524806138,9.84992499872006,2.98139492298424,3.13648104547167,1.13284183414901,Alkbh8,0.624348675578004,-1.20350398077949,no,no
ENSMUSG00000063684,2.26435057441841,6.49113831333278,9.81218582247976,2.26435057441841,3.12673197591687,1.12440805578532,NA,-0.0111122197618811,-0.27841646075612,no,no
ENSMUSG00000031922,3.05687327546485,7.47235689558074,9.58575076503792,3.05687327546485,3.12519400274397,1.12440805578532,Cep57,-0.638860589627465,2.85106825686505,no,no
ENSMUSG00000032369,2.33982892689902,6.41565996085215,9.35931570759608,2.33982892689902,3.12256464463665,1.12389214024019,Plscr1,-0.725181469608547,-4.55192640689307,no,no
ENSMUSG00000056366,2.49078563186025,6.07600737468941,8.37809712534809,2.49078563186025,3.10203314083564,1.10683951767604,NA,1.04975457080587,1.09929208913129,no,no
ENSMUSG00000030214,3.28330833290669,7.3214001906195,9.77444664623946,3.28330833290669,3.09917307601237,1.10683951767604,Plbd1,-0.514370256572625,0.501239926575022,no,no
ENSMUSG00000062588,2.37756810313933,6.86853007573583,9.20835900263485,2.37756810313933,3.09213616329708,1.10683951767604,NA,1.28390438431119,-0.931754411388463,no,no
ENSMUSG00000069372,2.64174233682147,7.09496513317766,9.35931570759608,2.64174233682147,3.09166021822224,1.10683951767604,Ctxn3,1.23786673641986,-3.59398334504409,no,no
ENSMUSG00000049612,2.45304645561994,5.66087643604603,7.92522701046442,2.45304645561994,3.09147915223519,1.10683951767604,Omg,0.0634048049156947,-4.43591093335871,no,no
ENSMUSG00000041977,2.45304645561994,5.96278984596847,8.15166206790625,2.45304645561994,3.07785650213537,1.08751753375861,Arhgef11,-0.275555798513913,-0.457062097321967,no,no
ENSMUSG00000029484,2.64174233682147,6.60435584205369,9.05740229767364,2.64174233682147,3.07306182180836,1.0820249769818,Anxa3,-0.184008162936888,-1.56169386459664,no,no
ENSMUSG00000056116,2.64174233682147,6.94400842821646,9.39705488383638,2.64174233682147,3.06497271418543,1.06953943291112,H2-T22,-1.8910857730674,-4.33562736676581,no,no
ENSMUSG00000042807,2.37756810313933,6.11374655092971,8.56679300654963,2.37756810313933,3.05766227084926,1.0586320138616,Hecw2,-0.859321057499884,-1.44934443257005,no,no
ENSMUSG00000001520,2.45304645561994,6.34018160837155,8.75548888775117,2.45304645561994,3.05031573378677,1.05311759767844,Nrip2,-1.44210749221953,-3.05887031259625,no,no
ENSMUSG00000040957,2.26435057441841,5.39670220236386,7.77427030550321,2.26435057441841,3.04946802447048,1.05311759767844,Cables1,-1.88069837330777,-5.9506241124201,no,no
ENSMUSG00000033450,2.56626398434086,6.64209501829399,9.13288065015425,2.56626398434086,3.04865682194118,1.05311759767844,Tagap,0.344572063857466,1.34425248701395,no,no
ENSMUSG00000022040,1.88695881201534,5.09478879244142,10.0386208799216,1.88695881201534,3.03608517558114,1.03976508412293,Ephx2,-3.98355146968829,-6.84567469288015,no,no
ENSMUSG00000027871,3.321047509147,8.22714042038689,10.6047085235262,3.321047509147,3.03310359926476,1.03782981307506,Hsd3b1,-3.2953171574234,-5.15369182090391,no,no
ENSMUSG00000020098,2.64174233682147,6.03826819844907,8.49131465406903,2.64174233682147,3.02692838584096,1.02905379966033,Pcbd1,-0.270660815412386,-5.3147958480963,no,no
ENSMUSG00000029752,2.60400316058117,6.11374655092971,8.49131465406903,2.60400316058117,3.01696983394836,1.01212483711559,Asns,1.69115971214316,2.40880117628731,no,yes
ENSMUSG00000033499,2.37756810313933,6.00052902220877,8.37809712534809,2.37756810313933,2.99572813946433,0.983342539380664,Larp4b,0.397877708143086,0.662596252449901,no,no
ENSMUSG00000042363,2.07565469321687,6.00052902220877,8.60453218278993,2.07565469321687,2.98580290606054,0.966523848739755,Lgalsl,-1.65992102685993,-4.18567926568459,no,no
ENSMUSG00000019851,2.33982892689902,6.60435584205369,8.90644559271241,2.33982892689902,2.98222574492121,0.963066056890554,Perp,-0.73771376529189,-3.29013478331301,no,no
ENSMUSG00000038170,2.11339386945718,5.96278984596847,8.30261877286749,2.11339386945718,2.96377943073077,0.931241629742057,Pde4dip,-0.779347270363247,2.34543601503173,no,no
ENSMUSG00000031754,2.11339386945718,5.81183314100723,8.18940124414659,2.11339386945718,2.95941882541331,0.925948958421274,Nudt21,-0.468058873075748,1.11797102446606,no,no
ENSMUSG00000047161,2.2266113981781,6.79305172325522,8.94418476895271,2.2266113981781,2.95276708455344,0.923584146827471,Chst9,-2.19212056035847,-2.33983986664233,no,no
ENSMUSG00000060477,2.37756810313933,6.11374655092971,8.52905383030933,2.37756810313933,2.95241729697611,0.923584146827471,Irak2,-0.188020064201933,-1.87154761696139,no,no
ENSMUSG00000054400,2.15113304569749,5.69861561228633,8.15166206790625,2.15113304569749,2.94511279204483,0.923584146827471,Cklf,-1.69479643964911,1.81290956667112,no,no
ENSMUSG00000028654,2.11339386945718,6.26470325589091,8.49131465406903,2.11339386945718,2.94298946056879,0.923584146827471,Mycl,-3.05672801985298,-6.09230018866498,no,no
ENSMUSG00000027111,1.58504540209288,4.56644032507711,11.6614054582548,1.58504540209288,2.94200583809129,0.923584146827471,Itga6,0.619544817151777,-2.22971852643228,no,no
ENSMUSG00000056214,2.26435057441841,5.96278984596847,8.41583630158843,2.26435057441841,2.93854260110184,0.923584146827471,Pard6g,0.457542346525729,-1.28621818069471,no,no
ENSMUSG00000026926,2.11339386945718,6.49113831333278,8.94418476895271,2.11339386945718,2.93813370353441,0.923584146827471,Pmpca,-0.0608383406262112,0.750600510041218,no,no
ENSMUSG00000092460,2.00017634073626,5.28348467364296,7.73653112926288,2.00017634073626,2.93741611606502,0.923584146827471,NA,NA,-1.84458416415182,no,no
ENSMUSG00000064137,2.26435057441841,6.34018160837155,8.68001053527057,2.26435057441841,2.92435947456895,0.906893949772106,Rhox8,4.29466528946546,2.39128097885326,no,yes
ENSMUSG00000020744,1.96243716449596,5.47218055484449,7.81200948174351,1.96243716449596,2.9190999953047,0.89926009160174,Slc25a19,0.214845932570641,0.956301325829338,no,no
ENSMUSG00000027875,1.32087116841074,4.07583103395313,7.39687854310014,1.32087116841074,2.909320763076,0.889521070426423,Hmgcs2,0.131959493034057,-1.58748930816156,no,yes
ENSMUSG00000031078,2.15113304569749,6.75531254701492,9.35931570759608,2.15113304569749,2.89352430242629,0.862146782073779,Cttn,0.289903380401174,-1.39908147941025,no,no
ENSMUSG00000020961,1.96243716449596,5.69861561228633,8.00070536294505,1.96243716449596,2.88122092947759,0.83834828367201,Ston2,-1.95434683779488,0.870885321792082,no,no
ENSMUSG00000024795,2.94365574674393,6.86853007573583,9.39705488383638,2.94365574674393,2.86619894333166,0.812115180072701,Kif20b,-1.5988119622612,1.01201504592034,no,no
ENSMUSG00000054942,2.45304645561994,6.26470325589091,8.52905383030933,2.45304645561994,2.85902085325293,0.805305763779154,Fam73a,0.0466061466852005,-1.42336888434221,no,no
ENSMUSG00000032220,1.39634952089135,4.56644032507711,8.90644559271241,1.39634952089135,2.85283908271765,0.797424317427472,Myo1e,-2.21554862404847,-2.75141597206636,yes,no
ENSMUSG00000087008,1.84921963577503,5.43444137860419,7.81200948174351,1.84921963577503,2.84148164063847,0.782602601070096,NA,-0.957603027883848,-3.83630910011349,no,no
ENSMUSG00000026249,1.32087116841074,4.26452691515467,8.30261877286749,1.32087116841074,2.84127537732739,0.782602601070096,Serpine2,-2.25024082784964,-7.00463612886619,yes,yes
ENSMUSG00000038563,2.03791551697657,6.75531254701492,9.20835900263485,2.03791551697657,2.83611862071657,0.774588345707565,Eftud1,-0.347227463319726,0.923379386884465,no,no
ENSMUSG00000046516,1.54730622585258,5.05704961620112,7.73653112926288,1.54730622585258,2.83324124667904,0.771840225422259,Cox17,-0.747597034139051,-0.882669726668192,no,no
ENSMUSG00000024477,1.81148045953473,5.20800632116232,7.47235689558074,1.81148045953473,2.81739228385676,0.74780642331071,Pggt1b,0.218731174144155,-1.08284805516004,no,no
ENSMUSG00000020486,2.00017634073626,6.07600737468941,8.45357547782873,2.00017634073626,2.81644461815635,0.74780642331071,Sept4,-1.69283899068259,2.31615755036282,no,no
ENSMUSG00000001334,1.73600210705411,5.09478879244142,7.62331360054198,1.73600210705411,2.81419928066783,0.746918609265038,Fndc5,1.93242945577772,-0.410333385529326,no,no
ENSMUSG00000035168,1.54730622585258,4.98157126372048,9.20835900263485,1.54730622585258,2.80924025521133,0.741207090351645,Tanc1,-1.16430632983195,-2.50189562699948,no,no
ENSMUSG00000054280,2.03791551697657,5.88731149348787,8.22714042038689,2.03791551697657,2.80519580394915,0.741207090351645,Prr14l,0.308333554490814,0.138386628328553,no,no
ENSMUSG00000019843,1.58504540209288,5.39670220236386,8.79322806399147,1.58504540209288,2.79312636516161,0.730623069826167,Fyn,1.38341016254995,-0.69946354036233,no,no
ENSMUSG00000084897,1.73600210705411,5.39670220236386,7.77427030550321,1.73600210705411,2.79205401503576,0.730623069826167,NA,0.955492985187335,1.62567763644788,no,no
ENSMUSG00000044749,1.69826293081381,6.26470325589091,8.41583630158843,1.69826293081381,2.79169389812754,0.730623069826167,Abca6,-0.610696502419064,1.518322675703,no,no
ENSMUSG00000067235,1.77374128329442,5.77409396476693,8.22714042038689,1.77374128329442,2.79104839118342,0.730623069826167,H2-Q10,0.37042806191341,-3.4225748411399,no,no
ENSMUSG00000009628,2.98139492298424,6.90626925197613,9.01966312143331,2.98139492298424,2.78861075563988,0.728613667037161,Tex15,-3.07090209982084,1.02028213952914,no,no
ENSMUSG00000029480,1.6605237545735,5.24574549740265,7.66105277678228,1.6605237545735,2.78346370218919,0.721526425574168,Dhx37,0.0801178473283716,0.17541649778213,no,no
ENSMUSG00000029333,1.32087116841074,4.60417950131744,9.54801158879762,1.32087116841074,2.78008415232079,0.721526425574168,Rasgef1b,-0.454040498552795,-2.10311842546209,no,no
ENSMUSG00000061286,1.69826293081381,5.24574549740265,7.58557442430168,1.69826293081381,2.77768536015049,0.721299750324977,Exosc5,0.648373236161165,3.51695328893885,no,no
ENSMUSG00000027550,2.71722068930209,6.45339913709245,8.94418476895271,2.71722068930209,2.76903768057214,0.706858275920833,Lrrcc1,-0.40200020654549,3.66090502875572,no,no
ENSMUSG00000038773,1.81148045953473,5.96278984596847,8.37809712534809,1.81148045953473,2.75289770929221,0.680668869234478,Kdm3b,0.689115670698277,-0.689916272914868,no,no
ENSMUSG00000037754,4.07583103395313,7.43461771934044,9.66122911751852,4.07583103395313,2.747003525702,0.675752206365811,Ppp1r16b,-2.3119050100014,-1.66533825325042,no,no
ENSMUSG00000050017,2.52852480810055,6.37792078461185,8.8309672402318,2.52852480810055,2.7461398435204,0.675752206365811,Pitpnb,-0.139180295845007,-0.499590800954906,no,no
ENSMUSG00000023030,2.26435057441841,6.56661666581338,8.64227135903027,2.26435057441841,2.7393323956518,0.675752206365811,Slc11a2,2.26499350329995,0.251807605341196,no,no
ENSMUSG00000027692,1.77374128329442,5.69861561228633,8.26487959662719,1.77374128329442,2.7385566505204,0.675752206365811,Tnik,3.25717419265202,1.59901319211746,no,no
ENSMUSG00000034501,2.00017634073626,5.73635478852663,8.07618371542565,2.00017634073626,2.7332349876954,0.675752206365811,Pcnxl4,-0.115439456652757,1.41604396479775,no,no
ENSMUSG00000054203,1.6605237545735,6.34018160837155,8.68001053527057,1.6605237545735,2.73060008645662,0.675752206365811,Ifi205,0.976955310481377,-3.45621813996118,no,no
ENSMUSG00000039865,1.69826293081381,5.43444137860419,7.69879195302258,1.69826293081381,2.73015584075425,0.675752206365811,Slc44a3,-0.560978269362561,-3.52961147314969,no,no
ENSMUSG00000039114,1.54730622585258,5.6231372598057,8.26487959662719,1.54730622585258,2.7268907060286,0.675752206365811,Nrn1,-3.49477880105331,-5.97948011530801,no,yes
ENSMUSG00000010914,1.69826293081381,6.41565996085215,8.75548888775117,1.69826293081381,2.72392152459306,0.675752206365811,Pdhx,-0.28740995720414,1.1583156398477,no,no
ENSMUSG00000050071,1.54730622585258,5.39670220236386,7.77427030550321,1.54730622585258,2.72273999714867,0.675752206365811,Bex1,0.522081083567905,-3.35888912551289,no,no
ENSMUSG00000055560,1.77374128329442,5.88731149348787,8.26487959662719,1.77374128329442,2.72067964520713,0.675752206365811,Zfp459,-1.3752062632547,-0.654055466667331,no,no
ENSMUSG00000057572,1.6605237545735,6.07600737468941,8.64227135903027,1.6605237545735,2.72033193014663,0.675752206365811,Gm8539,0.7676402894543,0.326251141812481,no,no
ENSMUSG00000037129,3.69843927155005,6.94400842821646,8.98192394519301,3.69843927155005,2.71948211074909,0.675752206365811,Tmprss13,-1.60931338082207,-3.6719867720071,no,yes
ENSMUSG00000004319,1.35861034465104,4.90609291123988,9.28383735511548,1.35861034465104,2.71739148791251,0.675752206365811,Clcn3,0.144525444627956,-0.110201835993096,no,no
ENSMUSG00000034714,1.13217528720921,4.11357021019343,7.35913936685984,1.13217528720921,2.71680542420221,0.675752206365811,Ttyh2,1.93608600333872,-1.09942976964877,no,no
ENSMUSG00000026753,1.47182787337197,5.43444137860419,9.32157653135578,1.47182787337197,2.71599544771804,0.675752206365811,Ppp6c,-0.220377992046044,-0.328086749501979,no,no
ENSMUSG00000032557,1.54730622585258,5.01931043996082,7.2836610143792,1.54730622585258,2.70656198949449,0.659860751851928,Uba5,-0.0645521092682535,-1.02553300854096,no,no
ENSMUSG00000040289,2.45304645561994,6.52887748957308,8.98192394519301,2.45304645561994,2.70366897905998,0.659507686743477,Hey1,-1.27925140903397,0.450564525414534,no,no
ENSMUSG00000092560,1.50956704961227,5.39670220236386,7.88748783422412,1.50956704961227,2.70018839035526,0.656691330070675,NA,-0.149218823750238,-0.75790213611841,no,no
ENSMUSG00000022529,1.69826293081381,7.1704434856583,9.43479406007669,1.69826293081381,2.68938315880697,0.651732129239704,Zfp263,0.0242038379141869,1.01918160949478,no,no
ENSMUSG00000002825,2.30208975065871,6.45339913709245,8.8309672402318,2.30208975065871,2.68481129596346,0.651732129239704,Qtrt1,-0.749802827708157,-0.890789789541527,no,no
ENSMUSG00000010307,1.69826293081381,6.07600737468941,8.45357547782873,1.69826293081381,2.68174193716806,0.651732129239704,Tmem86a,-0.429016307731009,-3.10910262923413,no,no
ENSMUSG00000060550,1.62278457833319,6.11374655092971,8.75548888775117,1.62278457833319,2.68009940608713,0.651732129239704,H2-Q7,-1.56300219939957,-2.40177923903042,no,no
ENSMUSG00000021264,1.69826293081381,5.6231372598057,8.03844453918535,1.69826293081381,2.67978601395979,0.651732129239704,Yy1,0.368159935333095,0.23254769933313,no,no
ENSMUSG00000019951,1.50956704961227,6.30244243213125,8.98192394519301,1.50956704961227,2.67929780554311,0.651732129239704,Uhrf1bp1l,0.398262787454072,1.91290460506951,no,no
ENSMUSG00000037791,1.54730622585258,4.86835373499958,7.39687854310014,1.54730622585258,2.67885510339527,0.651732129239704,Phf12,0.35263027298929,-0.275008953657352,no,no
ENSMUSG00000009092,1.50956704961227,5.73635478852663,9.09514147391394,1.50956704961227,2.67796054905052,0.651732129239704,Derl3,0.076943287514231,-1.2484261293478,no,no
ENSMUSG00000073405,1.47182787337197,5.28348467364296,7.73653112926288,1.47182787337197,2.67585768226268,0.651732129239704,NA,-1.28050914864818,-3.02012597460242,no,no
ENSMUSG00000026766,1.43408869713166,4.4532227963562,6.79305172325522,1.43408869713166,2.67528024320324,0.651732129239704,Mmadhc,-0.432561084976726,1.79450779806585,no,no
ENSMUSG00000051124,1.50956704961227,4.98157126372048,7.2459218381389,1.50956704961227,2.67137983813085,0.649287734758591,Gimap9,-0.609899907281435,-4.0259761594711,no,no
ENSMUSG00000026037,1.54730622585258,5.96278984596847,9.01966312143331,1.54730622585258,2.66810354920879,0.649287734758591,Orc2,0.131883849872285,0.625551749605432,no,no
ENSMUSG00000027002,1.32087116841074,4.94383208748018,8.94418476895271,1.32087116841074,2.66707462056684,0.649287734758591,Nckap1,0.888180872147073,-1.1582472565883,no,no
ENSMUSG00000038205,1.62278457833319,6.00052902220877,8.45357547782873,1.62278457833319,2.66633594708282,0.649287734758591,Prkab2,-1.2914103910438,-1.1345433496614,no,no
ENSMUSG00000092278,1.43408869713166,5.35896302612356,7.81200948174351,1.43408869713166,2.66563138501897,0.649287734758591,NA,-0.147848879683539,-0.727316030066462,no,no
ENSMUSG00000001435,1.0944361109689,4.18904856267406,7.92522701046442,1.0944361109689,2.66330062916456,0.649287734758591,Col18a1,2.44260736526035,-1.26192731361729,no,yes
ENSMUSG00000054737,1.43408869713166,6.41565996085215,8.94418476895271,1.43408869713166,2.66210280213308,0.649287734758591,Zfp182,0.00303810849479976,-2.57971224042819,no,no
ENSMUSG00000052727,0.943479406007672,3.66070009530975,8.22714042038689,0.943479406007672,2.65785902588163,0.644662940152399,Map1b,-0.228942607604219,-1.91064475825884,no,no
ENSMUSG00000038893,2.7926990417827,7.05722595693736,9.35931570759608,2.7926990417827,2.65602425271526,0.644662940152399,Fam117a,-0.18248404614435,0.0379867683431972,no,no
ENSMUSG00000025525,2.60400316058117,6.56661666581338,8.79322806399147,2.60400316058117,2.65310758941313,0.640641099216666,Apool,-0.819034948401594,-2.84607431049159,no,no
ENSMUSG00000030759,1.58504540209288,5.92505066972817,9.13288065015425,1.58504540209288,2.65043681917022,0.640386576227562,Far1,-0.470968109021123,-0.772526488301817,no,no
ENSMUSG00000078452,2.86817739426332,7.01948678069706,9.24609817887518,2.86817739426332,2.65020152994187,0.640386576227562,Raet1d,-2.44901839160512,-4.55750942949997,no,no
ENSMUSG00000079709,1.39634952089135,6.49113831333278,8.8309672402318,1.39634952089135,2.64934942269576,0.640386576227562,Gm3435,0.468991283071451,-0.719845913527061,no,no
ENSMUSG00000029223,1.35861034465104,4.83061455875928,7.05722595693736,1.35861034465104,2.64132760280483,0.624141307037088,Uchl1,1.43932557238738,-0.519655798606036,no,no
ENSMUSG00000031283,1.35861034465104,4.56644032507711,7.1704434856583,1.35861034465104,2.63839561005926,0.620462815691182,Chrdl1,0.207003939857641,-1.60969964218285,no,no
ENSMUSG00000026986,1.92469798825564,6.79305172325522,8.8309672402318,1.92469798825564,2.63611321422294,0.620462815691182,Hnmt,-1.23224274486651,-3.05225468710134,no,no
ENSMUSG00000024563,1.47182787337197,5.73635478852663,8.07618371542565,1.47182787337197,2.63467454416153,0.620462815691182,Smad2,-0.0159638100740416,-0.975454566740259,no,no
ENSMUSG00000022386,2.52852480810055,6.94400842821646,8.94418476895271,2.52852480810055,2.62579708930776,0.618160938664249,Trmu,-0.0645946627197433,-0.795847647586009,no,no
ENSMUSG00000027217,1.32087116841074,4.90609291123988,7.3214001906195,1.32087116841074,2.62574245341694,0.618160938664249,Tspan18,-0.284211114374776,-2.00829738262882,no,no
ENSMUSG00000026484,1.32087116841074,5.01931043996082,7.39687854310014,1.32087116841074,2.62022826312246,0.610465399273231,Rnf2,0.298576986446069,0.165857547825087,no,no
ENSMUSG00000083829,1.20765363968982,5.01931043996082,7.84974865798381,1.20765363968982,2.61790686329779,0.610465399273231,NA,-0.44246008462177,2.51601208541299,no,no
ENSMUSG00000073455,1.28313199217043,6.11374655092971,8.8309672402318,1.28313199217043,2.61787449206974,0.610465399273231,9030025P20Rik,0.49537050154615,-0.577188876168197,no,no
ENSMUSG00000029759,1.62278457833319,6.34018160837155,8.45357547782873,1.62278457833319,2.6152015194521,0.609992160984052,Pon3,-1.58611653733576,-1.83247623422824,no,no
ENSMUSG00000048218,1.39634952089135,5.28348467364296,7.77427030550321,1.39634952089135,2.61324318186418,0.609992160984052,Amigo2,0.695810573759303,-1.20488586085341,no,no
ENSMUSG00000032418,1.43408869713166,5.69861561228633,8.15166206790625,1.43408869713166,2.61307744526982,0.609992160984052,Me1,-0.654474528044104,-0.734182550599379,no,no
