,LowerBound FoldChange,Maximum Likelihood FoldChange,Upperbound FoldChange,Conservative Estimate FoldChange,Uncorrected Z-Score,Z-Score Corrected for Multiple Testing,symbol,OvaryLog2FC,WTLog2FC,UsedForOrdering,EmbryonicallyDimorphic
ENSMUSG00000053219,2.52852480810055,6.60435584205369,8.75548888775117,2.52852480810055,2.61063534739925,0.609442805937732,Raet1e,-2.25258725851967,-5.04853041432792,no,no
ENSMUSG00000049350,2.15113304569749,6.00052902220877,8.11392289166595,2.15113304569749,2.61056856828017,0.609442805937732,Zg16,-1.75191633517637,-5.7636088678211,no,no
ENSMUSG00000024644,1.54730622585258,5.77409396476693,8.68001053527057,1.54730622585258,2.60561900592618,0.608412714400541,Cndp2,-0.453885999797518,-0.865256549965988,no,no
ENSMUSG00000020806,1.20765363968982,5.05704961620112,7.73653112926288,1.20765363968982,2.60198178111936,0.605072111038153,Rhbdf2,1.52453682212383,-1.94840585566966,no,no
ENSMUSG00000047694,1.58504540209288,6.00052902220877,8.03844453918535,1.58504540209288,2.59835926736019,0.601734932294194,Yipf6,0.149131915563619,-0.655292190268219,no,no
ENSMUSG00000035189,1.39634952089135,5.32122384988326,7.69879195302258,1.39634952089135,2.59130805037123,0.60091277967092,Ano4,-0.166846887424292,-4.64417014822158,no,no
ENSMUSG00000089682,1.24539281593012,4.18904856267406,6.67983419453429,1.24539281593012,2.59090236608298,0.60091277967092,Bcl2l2,1.08930047477617,-0.893324897983315,no,no
ENSMUSG00000092416,1.47182787337197,6.07600737468941,8.71774971151087,1.47182787337197,2.59014281468377,0.60091277967092,Zfp141,1.11831322177558,-0.120838508509611,no,no
ENSMUSG00000019139,0.981218582247976,4.03809185771283,7.2081826618986,0.981218582247976,2.58996640490746,0.60091277967092,Isyna1,1.17293931587117,1.00872901747271,no,no
ENSMUSG00000041231,1.43408869713166,5.5853980835654,8.18940124414659,1.43408869713166,2.58958480807349,0.60091277967092,Ublcp1,-0.349438258368801,-0.163927460013929,no,no
ENSMUSG00000039349,1.28313199217043,4.71739703003834,6.98174760445676,1.28313199217043,2.58688296164746,0.597903293216226,C130074G19Rik,-1.07663560953745,-3.27384651902221,no,no
ENSMUSG00000019359,1.43408869713166,5.66087643604603,7.84974865798381,1.43408869713166,2.58548736811441,0.597153626316766,Gdpd2,-1.03457671316967,-4.09481340553092,no,no
ENSMUSG00000086996,1.20765363968982,4.4154836201159,6.75531254701492,1.20765363968982,2.58395328377454,0.596065725861024,NA,9.13021025037973,7.83661825943417,no,no
ENSMUSG00000025510,1.24539281593012,5.54765890732509,7.81200948174351,1.24539281593012,2.57872272719079,0.59198467068715,Cd151,0.745059329014526,-1.39666528298623,no,no
ENSMUSG00000071369,1.54730622585258,4.94383208748018,7.2459218381389,1.54730622585258,2.57826884968328,0.59198467068715,Map3k5,-2.06335836675785,-3.22404113830118,no,no
ENSMUSG00000001056,1.43408869713166,5.32122384988326,7.43461771934044,1.43408869713166,2.57611357423605,0.59198467068715,Nhp2,-0.315569752065841,-1.33350284913043,no,no
ENSMUSG00000025133,1.47182787337197,7.09496513317766,9.43479406007669,1.47182787337197,2.57385201216598,0.59198467068715,Ints4,0.00299950034973978,0.585766257206389,no,no
ENSMUSG00000052031,1.47182787337197,6.60435584205369,9.51027241255732,1.47182787337197,2.572783768852,0.59198467068715,Tagap1,-0.111169397938143,2.02747479522276,no,no
ENSMUSG00000030256,1.35861034465104,6.22696407965061,8.8309672402318,1.35861034465104,2.57266278444003,0.59198467068715,Bhlhe41,0.221434852605098,-1.81306096019414,no,no
ENSMUSG00000041736,1.28313199217043,5.81183314100723,8.00070536294505,1.28313199217043,2.56454910074215,0.577570280079655,Tspo,-0.674050917321554,-2.96943364172105,no,no
ENSMUSG00000059288,1.16991446344951,5.69861561228633,7.77427030550321,1.16991446344951,2.56162430678597,0.575566053677919,Cdyl,1.55384721173565,4.491220720709,no,no
ENSMUSG00000073423,1.13217528720921,4.75513620627864,7.1704434856583,1.13217528720921,2.56001734609136,0.575406772226405,Zfp414,0.0629166163070407,-0.852003564668823,no,no
ENSMUSG00000034832,1.39634952089135,5.73635478852663,7.92522701046442,1.39634952089135,2.55844124833423,0.575406772226405,Tet3,0.774257318891419,-2.66475559232787,no,no
ENSMUSG00000036282,1.47182787337197,6.94400842821646,9.01966312143331,1.47182787337197,2.55697875857258,0.574375720113124,Naa30,0.106137108600007,0.7001244525457,no,no
ENSMUSG00000006611,1.47182787337197,6.15148572717001,8.30261877286749,1.47182787337197,2.55585811582158,0.574332177089223,Hfe,2.13781418925385,-0.117295625185564,no,no
ENSMUSG00000029486,1.32087116841074,5.6231372598057,7.92522701046442,1.32087116841074,2.55490161177394,0.574332177089223,Mrpl1,-0.581198796176742,1.72713838765928,no,no
ENSMUSG00000028700,1.50956704961227,5.73635478852663,7.96296618670472,1.50956704961227,2.5437480731833,0.554509314982432,Pomgnt1,0.730578151846526,1.77653904910884,no,no
ENSMUSG00000068165,1.05669693472859,4.4909619725965,8.26487959662719,1.05669693472859,2.54361340806229,0.554509314982432,NA,-0.0100013027735844,0.366533333414444,no,no
ENSMUSG00000061130,1.35861034465104,5.73635478852663,8.18940124414659,1.35861034465104,2.54135780433541,0.551790618392076,Ppm1b,-0.000156883335965988,1.80137475569454,no,no
ENSMUSG00000025757,1.13217528720921,6.07600737468941,8.49131465406903,1.13217528720921,2.53939273806049,0.551790618392076,Hspa4l,1.35288278874192,4.61343123734536,no,no
ENSMUSG00000041836,1.20765363968982,5.28348467364296,7.77427030550321,1.20765363968982,2.5380732202478,0.551790618392076,Ptpre,0.535915067916169,-0.552449463920906,no,yes
ENSMUSG00000008393,1.47182787337197,5.84957231724757,8.15166206790625,1.47182787337197,2.53749174908783,0.551790618392076,Carhsp1,0.0143246004936632,-1.0461524672933,no,no
ENSMUSG00000079614,1.16991446344951,4.4532227963562,6.94400842821646,1.16991446344951,2.53741601953364,0.551790618392076,Seh1l,-0.0508784112349273,-0.962105999255415,no,no
ENSMUSG00000070605,0.981218582247976,4.4909619725965,7.47235689558074,0.981218582247976,2.53086890471686,0.543203437121936,Gm13251,0.19739626253198,2.71847049497804,no,no
ENSMUSG00000034910,1.50956704961227,5.73635478852663,8.49131465406903,1.50956704961227,2.53086108321442,0.543203437121936,Pygo1,0.637755167162316,-2.14184576069382,no,yes
ENSMUSG00000037709,1.0944361109689,4.83061455875928,9.17061982639455,1.0944361109689,2.52762737735252,0.537770466155074,Fam13a,-2.96302376566496,-7.253207201725,no,no
ENSMUSG00000047844,0.981218582247976,4.5287011488368,9.39705488383638,0.981218582247976,2.51418566063399,0.512164049674299,Bex4,0.104255831095676,-2.23569678407797,no,no
ENSMUSG00000037824,2.07565469321687,6.30244243213125,8.79322806399147,2.07565469321687,2.51001141716349,0.509213436568799,Tspan14,-0.497102677794791,-2.90812835244114,no,no
ENSMUSG00000024601,1.05669693472859,5.09478879244142,7.51009607182104,1.05669693472859,2.50638217564608,0.508638815520491,Isoc1,-0.400975583948741,-2.69143728747991,no,no
ENSMUSG00000036552,1.32087116841074,6.71757337077462,9.39705488383638,1.32087116841074,2.50559398920779,0.508638815520491,Ermard,0.424037093260067,-0.247038183994195,no,no
ENSMUSG00000026496,1.0944361109689,5.32122384988326,7.92522701046442,1.0944361109689,2.50455212893735,0.508638815520491,Parp1,0.462058942475699,0.092604848942541,no,no
ENSMUSG00000079184,0.754783524806134,3.58522174282915,7.51009607182104,0.754783524806134,2.50427306175371,0.508638815520491,Mphosph8,-0.360365221134223,1.37002955592623,no,no
ENSMUSG00000001036,1.28313199217043,6.00052902220877,8.8309672402318,1.28313199217043,2.50216447050919,0.508638815520491,Epn2,-1.42030437657707,-0.900155840245949,no,no
ENSMUSG00000001985,1.13217528720921,6.37792078461185,8.75548888775117,1.13217528720921,2.50214918188874,0.508638815520491,Grik3,-2.13379829884192,-5.55410539939429,no,no
ENSMUSG00000025050,1.0944361109689,5.43444137860419,7.96296618670472,1.0944361109689,2.50097348930122,0.508638815520491,Pcgf6,0.120346673987673,1.83240323150012,no,no
ENSMUSG00000041632,1.58504540209288,6.52887748957308,8.75548888775117,1.58504540209288,2.49848762476102,0.50489735434115,Mrps27,-0.800511435231752,-1.59989990065745,no,no
ENSMUSG00000020826,1.05669693472859,4.4154836201159,6.71757337077462,1.05669693472859,2.49598493645582,0.503332235430051,Nos2,-2.37184810010341,-5.9524951531613,no,no
ENSMUSG00000021518,1.13217528720921,5.47218055484449,7.88748783422412,1.13217528720921,2.49530929562117,0.503332235430051,Ptdss1,0.0398606335039956,0.600317824028457,no,no
ENSMUSG00000040511,1.24539281593012,5.6231372598057,8.03844453918535,1.24539281593012,2.49496541602566,0.503332235430051,Pvr,1.02995609848288,-1.25889946452061,no,no
ENSMUSG00000040720,1.32087116841074,6.07600737468941,8.26487959662719,1.32087116841074,2.49210384809886,0.501833181871335,1110037F02Rik,0.220554639170477,0.191465187482428,no,no
ENSMUSG00000002997,0.905740229767361,4.26452691515467,9.51027241255732,0.905740229767361,2.49148999641498,0.501833181871335,Prkar2b,-0.902316703574756,-4.59582869912315,no,no
ENSMUSG00000090739,1.01895775848828,4.5287011488368,6.94400842821646,1.01895775848828,2.49038988755189,0.501793431833807,NA,-0.263142740148919,1.1089944613804,no,no
ENSMUSG00000037736,1.20765363968982,5.77409396476693,8.26487959662719,1.20765363968982,2.4874873007573,0.501313583863741,Limch1,-0.733613312306841,0.479705736531521,no,no
ENSMUSG00000035493,1.16991446344951,5.28348467364296,7.66105277678228,1.16991446344951,2.48628280673171,0.50066847758412,Tgfbi,0.257324814441656,-1.1856589031794,no,no
ENSMUSG00000025724,0.868001053527057,4.15130938643376,7.39687854310014,0.868001053527057,2.48266765781087,0.496057418658816,Sec11a,-0.243646791644374,-0.510881911365886,no,no
ENSMUSG00000038954,1.16991446344951,5.32122384988326,7.92522701046442,1.16991446344951,2.48253242574555,0.496057418658816,Supt3,-1.18349483569521,1.05019349417519,no,no
ENSMUSG00000029911,0.943479406007672,4.4909619725965,8.8309672402318,0.943479406007672,2.47729663101669,0.490820826115826,Ssbp1,-0.521000083367804,-1.91343050018512,no,no
ENSMUSG00000051396,1.05669693472859,5.66087643604603,8.94418476895271,1.05669693472859,2.47673506078538,0.490820826115826,Hspa14,0.0512825244301352,-0.602165079769584,no,no
ENSMUSG00000031513,1.0944361109689,5.43444137860419,8.11392289166595,1.0944361109689,2.47425071555411,0.490820826115826,Leprotl1,0.314093742380709,-0.961361154979298,no,no
ENSMUSG00000037570,2.41530727937963,6.75531254701492,9.09514147391394,2.41530727937963,2.47327678976289,0.490820826115826,Mcrs1,0.0167530493512191,1.08209831112843,no,no
ENSMUSG00000038500,1.28313199217043,5.84957231724757,8.22714042038689,1.28313199217043,2.47297508733653,0.490820826115826,Prr3,0.802832140219161,0.759145324301564,no,no
ENSMUSG00000027165,0.981218582247976,4.4154836201159,8.22714042038689,0.981218582247976,2.47133700774464,0.489049360834432,B230118H07Rik,-0.834132936914174,2.35341596405927,no,no
ENSMUSG00000024966,1.39634952089135,5.77409396476693,8.03844453918535,1.39634952089135,2.46698679560385,0.483502469622665,Stip1,-0.472907703393674,0.17302076187827,no,no
ENSMUSG00000079507,0.981218582247976,4.94383208748018,7.43461771934044,0.981218582247976,2.46167187618231,0.483502469622665,H2-Q1,-1.44277262409235,-2.11807485019865,no,no
ENSMUSG00000020715,0.981218582247976,5.32122384988326,8.07618371542565,0.981218582247976,2.46112644634294,0.483502469622665,Ern1,-0.552108776808083,-2.23812506191241,no,no
ENSMUSG00000016946,1.92469798825564,6.18922490341031,8.52905383030933,1.92469798825564,2.46060250818787,0.483502469622665,Kctd5,0.158371720990957,-0.539523373056634,no,no
ENSMUSG00000068762,2.11339386945718,6.83079089949552,8.90644559271241,2.11339386945718,2.4573073299927,0.483502469622665,Gstm6,4.44590770183755,1.71670060981721,no,yes
ENSMUSG00000073489,0.981218582247976,7.1704434856583,9.28383735511548,0.981218582247976,2.45485465382541,0.479653001584218,Ifi204,-1.95637320492137,-4.34470217211119,no,no
ENSMUSG00000055413,1.0944361109689,5.35896302612356,7.84974865798381,1.0944361109689,2.45148764309416,0.475732107547833,H2-Q5,-2.0634251097535,-1.92403808628372,no,no
ENSMUSG00000055932,1.16991446344951,5.81183314100723,8.68001053527057,1.16991446344951,2.44608606374006,0.469476864219903,Fto,-0.0100453376516803,0.934062366066813,no,yes
ENSMUSG00000069622,0.830261877286749,4.26452691515467,8.00070536294505,0.830261877286749,2.4421191524792,0.469476864219903,Timm23,0.0219957594173549,0.400256136942825,no,no
ENSMUSG00000025937,0.905740229767361,4.34000526763527,6.75531254701492,0.905740229767361,2.44064919499726,0.469476864219903,Lactb2,-1.0334516911553,-3.05974437990817,no,no
ENSMUSG00000046032,1.47182787337197,5.39670220236386,7.69879195302258,1.47182787337197,2.43994165562018,0.469476864219903,Snx12,-0.206773084935721,-2.29205238307028,no,no
ENSMUSG00000020870,0.905740229767361,3.96261350523223,6.37792078461185,0.905740229767361,2.43943670481044,0.469476864219903,NA,0.142932458556154,2.45540833673624,no,no
ENSMUSG00000022828,1.62278457833319,6.79305172325522,9.24609817887518,1.62278457833319,2.43827659505682,0.469476864219903,Gtf2e1,0.329287402586951,0.610820960130386,no,no
ENSMUSG00000028832,0.717044348565827,3.81165680027099,8.34035794910779,0.717044348565827,2.43756148143189,0.469476864219903,Stmn1,-1.8480759266486,0.46553336113543,no,no
ENSMUSG00000071035,1.13217528720921,7.2836610143792,9.43479406007669,1.13217528720921,2.43585355175787,0.468831537917298,Tmx2,0.666081928479454,0.529843933459772,no,no
ENSMUSG00000031827,1.16991446344951,4.71739703003834,7.05722595693736,1.16991446344951,2.43557412229323,0.468831537917298,Cotl1,1.68772254993094,-0.345760884798637,no,no
ENSMUSG00000024429,0.905740229767361,4.00035268147253,6.30244243213125,0.905740229767361,2.42730487907736,0.456702713905003,Gnl1,0.365750343569732,2.38829285954838,no,no
ENSMUSG00000042688,1.20765363968982,6.26470325589091,8.56679300654963,1.20765363968982,2.41980436654529,0.444544594997735,Mapk6,0.897781269670134,3.47615033334513,no,no
ENSMUSG00000037681,0.905740229767361,4.30226609139497,6.60435584205369,0.905740229767361,2.41793994740362,0.443678240214387,Esyt3,3.99884136319327,2.05142476550884,no,no
ENSMUSG00000044018,1.20765363968982,5.81183314100723,8.41583630158843,1.20765363968982,2.41615343893807,0.443678240214387,Mrpl50,-0.656402361560789,-1.94686999265608,no,no
ENSMUSG00000024222,1.0944361109689,5.77409396476693,8.49131465406903,1.0944361109689,2.41534711453081,0.443678240214387,Fkbp5,-1.44493637185555,-2.64528107314727,no,no
ENSMUSG00000029657,1.05669693472859,5.5853980835654,8.26487959662719,1.05669693472859,2.41444538527968,0.443678240214387,Hsph1,-0.82685582862253,-0.404959453063456,no,no
ENSMUSG00000027082,0.905740229767361,5.05704961620112,8.45357547782873,0.905740229767361,2.41420614197677,0.443678240214387,Tfpi,-0.91276441137985,-3.98548418672194,no,no
ENSMUSG00000021510,1.35861034465104,6.56661666581338,8.64227135903027,1.35861034465104,2.41209614565322,0.442394634259121,A530054K11Rik,-0.146450395778187,-1.52334849971076,no,no
ENSMUSG00000033335,0.868001053527057,4.15130938643376,6.56661666581338,0.868001053527057,2.41132717153166,0.442394634259121,Dnm2,0.403824479330795,2.29448768431634,no,no
ENSMUSG00000057421,0.943479406007672,4.4154836201159,6.79305172325522,0.943479406007672,2.40967777548244,0.442394634259121,Las1l,0.583731997581678,-1.31681645786437,no,no
ENSMUSG00000026158,1.28313199217043,6.41565996085215,8.71774971151087,1.28313199217043,2.40543139723979,0.436511483894264,Ogfrl1,-0.678392882755021,-2.9913384359752,no,no
ENSMUSG00000056536,1.13217528720921,5.01931043996082,7.2081826618986,1.13217528720921,2.40482818514041,0.436511483894264,Pign,0.0651851084822967,0.871915158334479,no,no
ENSMUSG00000071204,0.792522701046445,5.17026714492202,7.43461771934044,0.792522701046445,2.40311163771344,0.436176178397382,Gm10319,-2.27728569177138,-6.87840246517507,no,no
ENSMUSG00000026135,0.981218582247976,5.17026714492202,7.73653112926288,0.981218582247976,2.40303979872802,0.436176178397382,Zfp142,0.916506687831445,-0.0833102585414138,no,no
ENSMUSG00000030612,0.830261877286749,5.24574549740265,7.69879195302258,0.830261877286749,2.39810846298221,0.425892694241308,Mrpl46,-0.225157397179848,-0.0285747213676655,no,no
ENSMUSG00000040331,0.868001053527057,4.67965785379804,7.35913936685984,0.868001053527057,2.39523979859903,0.421794816360454,Nsmce4a,-0.292692229878494,-1.20408758554404,no,no
ENSMUSG00000040374,1.13217528720921,5.50991973108479,8.56679300654963,1.13217528720921,2.39302065992591,0.421794816360454,Pex2,-0.224454668292599,-2.13017680963786,no,no
ENSMUSG00000034247,1.13217528720921,5.09478879244142,7.47235689558074,1.13217528720921,2.39009025549081,0.421794816360454,Plekhm1,0.187060928890294,-0.0271698242704069,no,no
ENSMUSG00000050310,0.905740229767361,5.54765890732509,9.54801158879762,0.905740229767361,2.3899833596521,0.421794816360454,Rictor,0.953863031418194,-0.28546070619303,no,no
ENSMUSG00000038312,0.792522701046445,5.96278984596847,8.07618371542565,0.792522701046445,2.38825528495961,0.421794816360454,Edem2,0.537304786234921,-0.717419723542356,no,no
ENSMUSG00000086863,0.792522701046445,3.88713515275159,6.52887748957308,0.792522701046445,2.38715868333119,0.421794816360454,NA,-2.22232240981033,-2.23729566071561,no,no
ENSMUSG00000036955,1.05669693472859,5.81183314100723,8.22714042038689,1.05669693472859,2.38541649865782,0.421794816360454,2510003E04Rik,0.638057746784375,1.53055885258246,no,no
ENSMUSG00000021716,0.830261877286749,4.4909619725965,6.90626925197613,0.830261877286749,2.38489998975063,0.421794816360454,Srek1ip1,0.490406785598443,-0.711903588187999,no,no
ENSMUSG00000046550,1.39634952089135,6.30244243213125,8.34035794910779,1.39634952089135,2.38339827422019,0.421794816360454,Spin2c,-2.26290848356108,-4.75251984276489,no,yes
ENSMUSG00000063142,1.16991446344951,6.52887748957308,8.94418476895271,1.16991446344951,2.38323259231559,0.421794816360454,Kcnma1,-0.093593571193223,-2.46986174112355,no,no
ENSMUSG00000028961,0.943479406007672,5.77409396476693,8.26487959662719,0.943479406007672,2.38009388645919,0.421794816360454,Pgd,0.385688444023499,-1.71657511690165,no,no
ENSMUSG00000020755,1.0944361109689,6.26470325589091,8.86870641647211,1.0944361109689,2.38004641293649,0.421794816360454,Sap30bp,-0.218855256974764,0.0360757210294894,no,no
ENSMUSG00000061981,0.830261877286749,5.47218055484449,7.84974865798381,0.830261877286749,2.37854180462944,0.421794816360454,Flot2,0.347231298272909,-0.58995343911768,no,no
ENSMUSG00000021704,0.792522701046445,5.88731149348787,8.30261877286749,0.792522701046445,2.37753891956058,0.421794816360454,Mtx3,0.0310518193792552,-1.33675929935899,no,no
ENSMUSG00000020515,0.830261877286749,5.24574549740265,7.77427030550321,0.830261877286749,2.37735137594573,0.421794816360454,Cnot8,-0.234921597480713,-1.37636309295302,no,no
ENSMUSG00000040648,1.01895775848828,5.28348467364296,9.09514147391394,1.01895775848828,2.3751122613111,0.421794816360454,Ppip5k2,0.666733291922484,0.605397011212164,no,no
ENSMUSG00000030521,1.16991446344951,5.24574549740265,7.54783524806138,1.16991446344951,2.37508861759031,0.421794816360454,Mphosph10,-0.710900572716656,0.0434369229459038,no,no
ENSMUSG00000022142,1.20765363968982,6.75531254701492,9.05740229767364,1.20765363968982,2.37359814310384,0.421794816360454,Nup155,-0.230648639901489,0.34414023179073,no,no
ENSMUSG00000050043,0.905740229767361,4.83061455875928,9.69896829375886,0.905740229767361,2.37243725852224,0.421794816360454,Tmx2,0.70451454140617,0.240103411530155,no,no
ENSMUSG00000028626,0.981218582247976,4.4154836201159,6.71757337077462,0.981218582247976,2.37017685299748,0.421794816360454,Col9a2,-2.48801960513569,-8.05689431471547,no,yes
ENSMUSG00000031557,0.792522701046445,5.24574549740265,7.73653112926288,0.792522701046445,2.36940117484806,0.421794816360454,Plekha2,-0.716288433900125,-3.8010890189645,no,yes
ENSMUSG00000054226,0.868001053527057,5.13252796868172,8.07618371542565,0.868001053527057,2.36913687554077,0.421794816360454,Tprkb,-0.183334541788399,-1.58726971744158,no,no
ENSMUSG00000030852,0.981218582247976,5.5853980835654,8.30261877286749,0.981218582247976,2.36910593903893,0.421794816360454,Tacc2,0.434993978412187,-2.31307058639002,no,no
ENSMUSG00000039703,0.717044348565827,4.60417950131744,7.39687854310014,0.717044348565827,2.36909481143666,0.421794816360454,Nploc4,0.22522624265711,1.5207690018686,no,no
ENSMUSG00000022564,0.868001053527057,5.13252796868172,7.66105277678228,0.868001053527057,2.36877729475641,0.421794816360454,Grina,0.783145227409972,2.54776696928536,no,no
ENSMUSG00000033326,0.754783524806134,4.3777444438756,6.64209501829399,0.754783524806134,2.3670451779109,0.419987185294689,Kdm4a,0.577346255540992,-0.686324320440571,no,no
ENSMUSG00000022885,0.754783524806134,3.88713515275159,6.30244243213125,0.754783524806134,2.36607162021758,0.419480241098688,St6gal1,0.747876070165776,-2.65868206878047,no,yes
ENSMUSG00000089768,0.754783524806134,3.73617844779039,6.45339913709245,0.754783524806134,2.36363294433656,0.417229485591121,Tmsb15b1,0.702459462820755,1.50544068533671,no,no
ENSMUSG00000002458,0.754783524806134,5.17026714492202,7.2836610143792,0.754783524806134,2.35886644233131,0.408837138357654,Rgs19,-0.956607290015966,-0.803276119891924,no,no
ENSMUSG00000048078,0.5660876436046,3.35878668538731,6.37792078461185,0.5660876436046,2.35754226970109,0.408837138357654,Tenm4,-2.16035161896235,-5.2182424253533,yes,no
ENSMUSG00000003662,0.830261877286749,4.83061455875928,7.2081826618986,0.830261877286749,2.35734989563714,0.408837138357654,Ciao1,-0.0878750568375478,-0.716796693283957,no,no
ENSMUSG00000083287,0.905740229767361,5.54765890732509,8.45357547782873,0.905740229767361,2.35721787567338,0.408837138357654,NA,-3.02836875318689,-0.558929546100248,no,no
ENSMUSG00000029056,0.868001053527057,5.39670220236386,7.84974865798381,0.868001053527057,2.35209095549712,0.397873071719365,Pank4,-0.489481998948434,-1.04949326728798,no,no
ENSMUSG00000040550,1.32087116841074,5.5853980835654,8.60453218278993,1.32087116841074,2.34912560336338,0.396278588544295,Otud6b,-0.00219303891412833,0.375297322749262,no,no
ENSMUSG00000053398,1.16991446344951,6.49113831333278,9.32157653135578,1.16991446344951,2.34849210630748,0.396278588544295,Phgdh,1.56802952559217,-0.850533404482574,no,yes
ENSMUSG00000054893,1.28313199217043,5.39670220236386,7.73653112926288,1.28313199217043,2.34845037126567,0.396278588544295,Zfp667,-0.70321934289177,1.06338162425271,no,no
ENSMUSG00000031400,0.717044348565827,4.60417950131744,7.2081826618986,0.717044348565827,2.34766339244346,0.396278588544295,G6pdx,0.232612905437058,-2.76524210113041,no,no
ENSMUSG00000034032,0.905740229767361,5.50991973108479,8.03844453918535,0.905740229767361,2.34621286139107,0.39452666867552,Rpap1,0.0979320682473494,-0.0301202682459111,no,no
ENSMUSG00000021548,0.717044348565827,3.84939597651129,6.49113831333278,0.717044348565827,2.34360346268531,0.391746252106855,Ccnh,-0.226995756974123,0.0479477058329996,no,no
ENSMUSG00000026103,0.490609291123988,3.13235162794546,5.88731149348787,0.490609291123988,2.34277298588183,0.391546837788868,Gls,-1.18505802133355,-2.58312719784487,no,no
ENSMUSG00000019960,1.01895775848828,6.22696407965061,8.94418476895271,1.01895775848828,2.3415489042543,0.390351427068024,Dusp6,1.39052900546473,-1.51093957022357,no,yes
ENSMUSG00000083657,0.717044348565827,4.4532227963562,7.84974865798381,0.717044348565827,2.33867008383379,0.384971509514884,NA,0.278913503579536,-2.980566265619,no,no
ENSMUSG00000037685,0.717044348565827,4.67965785379804,7.1704434856583,0.717044348565827,2.33770017572437,0.384616793585074,Atp8a1,-0.835887532619439,-1.84353825467741,no,no
ENSMUSG00000020476,0.943479406007672,5.77409396476693,8.15166206790625,0.943479406007672,2.33703484334192,0.384616793585074,Dbnl,0.116622907881666,-0.476332917872693,no,no
ENSMUSG00000044788,1.01895775848828,4.83061455875928,7.3214001906195,1.01895775848828,2.33571099825664,0.384500014851036,Fads6,-1.23743037723342,-2.64490011101561,no,no
ENSMUSG00000022799,0.679305172325522,4.22678773891436,8.37809712534809,0.679305172325522,2.33549882167889,0.384500014851036,Arhgap31,0.313449372506096,-2.8616732464535,no,no
ENSMUSG00000051934,0.868001053527057,5.43444137860419,7.69879195302258,0.868001053527057,2.33421909105351,0.383143151083506,Spats2,-1.62586041367281,1.40762092778302,no,no
ENSMUSG00000033530,0.717044348565827,6.26470325589091,8.71774971151087,0.717044348565827,2.33145316143733,0.378255557251011,Ttc7b,1.09551179558172,-1.48138225233505,no,no
ENSMUSG00000074785,0.528348467364296,3.39652586162761,6.56661666581338,0.528348467364296,2.33080556627906,0.378255557251011,Plxnc1,0.928520727531607,-2.59886793393189,no,no
ENSMUSG00000022295,0.792522701046445,5.13252796868172,9.13288065015425,0.792522701046445,2.32361354711514,0.363725323407671,Atp6v1c1,0.109403171528944,1.19394589116121,no,no
ENSMUSG00000007041,0.792522701046445,4.90609291123988,7.96296618670472,0.792522701046445,2.31843453460602,0.355853700554213,Clic1,0.788558745220693,-1.52588614209455,no,no
ENSMUSG00000014418,1.05669693472859,5.73635478852663,8.15166206790625,1.05669693472859,2.31832257417458,0.355853700554213,Hps5,0.238276846664507,0.504705904252271,no,no
ENSMUSG00000082280,1.01895775848828,6.37792078461185,8.8309672402318,1.01895775848828,2.31508443111903,0.352809975383385,NA,1.6323673977455,-0.629733991863089,no,no
ENSMUSG00000020275,0.754783524806134,5.13252796868172,7.84974865798381,0.754783524806134,2.31478823808521,0.352809975383385,Rel,1.41671530031642,-0.932936301136279,no,no
ENSMUSG00000056602,1.0944361109689,5.43444137860419,7.66105277678228,1.0944361109689,2.31404005138592,0.352809975383385,Fry,0.732870399189173,0.687563540608193,no,no
ENSMUSG00000018820,0.603826819844911,4.98157126372048,7.2081826618986,0.603826819844911,2.31163702038571,0.352809975383385,Zfyve27,0.80633088959893,0.258594364470961,no,no
ENSMUSG00000042364,0.5660876436046,3.84939597651129,7.39687854310014,0.5660876436046,2.31112671274662,0.352809975383385,Snx18,-0.712693064366529,-3.4722046525895,no,no
ENSMUSG00000023961,0.679305172325522,5.39670220236386,7.69879195302258,0.679305172325522,2.30977799882347,0.352671256604469,Enpp4,0.0349989494887506,0.755444748768569,no,no
ENSMUSG00000025531,0.868001053527057,5.66087643604603,8.22714042038689,0.868001053527057,2.30789941708526,0.349712505757421,Chm,-0.407389933529778,-2.79486042534597,no,no
ENSMUSG00000028300,0.868001053527057,5.92505066972817,8.60453218278993,0.868001053527057,2.30659309418973,0.349648884037496,3110043O21Rik,0.472351127119413,0.194151065744069,no,no
ENSMUSG00000026659,0.641565996085215,3.81165680027099,6.30244243213125,0.641565996085215,2.30643039579435,0.349648884037496,Dusp12,-0.589058574048939,-1.12520140739338,no,no
ENSMUSG00000026229,0.641565996085215,4.34000526763527,7.84974865798381,0.641565996085215,2.30336889407706,0.347421820634489,Psmd1,-0.142781177708734,-0.0294242805356849,no,no
ENSMUSG00000007827,0.792522701046445,5.47218055484449,8.00070536294505,0.792522701046445,2.30138319118411,0.347421820634489,Ankrd26,-0.0679979607707141,-1.38531370240596,no,no
ENSMUSG00000063931,1.0944361109689,6.75531254701492,8.94418476895271,1.0944361109689,2.29953468945343,0.347421820634489,Pepd,0.126321261605932,-1.02408435698715,no,no
ENSMUSG00000043753,0.5660876436046,3.77391762403069,9.69896829375886,0.5660876436046,2.2992395887091,0.347421820634489,Dmrta1,4.8165615993629,2.38005883071628,yes,no
